soil_moisture,temperature,humidity,rainfall,crop,pump
89,17,54,19,maize,0
13,23,49,3,rice,1
30,14,21,8,maize,0
53,26,28,10,pulses,0
71,16,60,8,wheat,0
10,16,54,6,wheat,0
60,19,49,0,maize,0
85,36,47,4,cotton,0
26,16,23,7,wheat,0
46,31,64,5,tea,0
45,21,68,17,rice,0
38,27,73,5,pulses,0
78,33,83,9,cotton,0
12,26,38,14,tea,0
24,20,55,1,rice,1
76,26,38,13,tea,0
86,16,41,1,cotton,0
78,25,56,9,maize,0
30,26,65,12,rice,0
32,29,51,16,tea,0
56,36,66,3,pulses,0
43,22,42,18,pulses,0
50,19,72,11,tea,0
56,15,49,0,cotton,0
40,25,33,9,cotton,0
44,30,42,9,pulses,0
16,34,84,15,pulses,0
54,37,54,2,cotton,0
66,17,66,2,maize,0
31,36,51,3,wheat,1
79,21,55,1,tea,0
30,39,32,13,maize,0
58,21,71,5,tea,0
56,28,68,19,pulses,0
36,28,48,16,maize,0
19,31,35,15,pulses,0
53,12,39,12,pulses,0
60,37,59,13,pulses,0
27,10,59,2,rice,1
77,15,56,10,wheat,0
47,21,46,9,pulses,0
45,10,94,14,tea,0
69,27,39,11,cotton,0
77,34,26,9,wheat,0
83,11,26,8,tea,0
83,38,35,13,rice,0
54,27,46,8,pulses,0
83,21,94,11,tea,0
84,14,22,19,tea,0
18,29,89,11,tea,0
22,13,40,5,wheat,0
66,35,77,0,pulses,0
66,12,52,1,tea,0
46,13,49,3,cotton,1
56,16,39,10,pulses,0
20,38,38,2,maize,1
37,37,97,3,cotton,1
15,28,74,2,rice,1
42,20,21,9,wheat,0
23,25,90,4,maize,1
56,31,65,17,wheat,0
38,37,94,10,wheat,0
24,12,84,11,tea,0
65,31,26,9,cotton,0
78,35,52,6,maize,0
40,26,98,2,tea,1
28,24,28,1,maize,1
27,12,97,7,pulses,0
67,29,81,11,pulses,0
79,20,40,16,cotton,0
82,13,75,8,tea,0
39,38,49,13,maize,0
44,29,38,19,pulses,0
26,38,54,5,tea,0
25,23,48,3,wheat,1
77,10,53,3,pulses,0
42,27,48,19,rice,0
45,26,89,10,maize,0
20,24,92,1,pulses,1
69,29,77,11,cotton,0
13,34,91,0,maize,1
72,22,35,2,rice,0
14,33,25,11,maize,0
73,10,94,6,maize,0
86,33,59,13,pulses,0
13,11,72,5,maize,0
44,20,20,15,cotton,0
35,14,82,4,rice,1
35,39,75,1,pulses,0
28,24,25,8,rice,0
46,34,73,2,cotton,1
20,18,54,1,maize,1
75,10,36,11,maize,0
40,38,39,4,pulses,0
27,18,78,14,rice,0
84,20,38,1,maize,0
53,31,32,15,wheat,0
25,21,33,19,maize,0
67,10,92,9,maize,0
11,25,49,0,tea,1
68,25,94,0,rice,0
57,16,25,15,rice,0
45,12,62,9,wheat,0
17,14,23,10,wheat,0
45,13,37,17,wheat,0
34,39,37,8,rice,0
49,38,96,8,tea,0
13,37,25,2,tea,1
52,12,40,11,cotton,0
83,12,85,8,rice,0
36,29,40,2,cotton,1
47,12,31,19,maize,0
47,31,59,3,wheat,0
73,27,37,1,cotton,0
26,21,84,5,pulses,0
22,26,98,9,cotton,0
88,39,44,6,rice,0
33,34,39,18,wheat,0
16,32,98,19,wheat,0
73,26,22,1,tea,0
72,17,62,2,cotton,0
31,10,82,9,tea,0
62,26,77,15,cotton,0
83,31,68,8,rice,0
21,35,90,0,rice,1
81,18,62,3,maize,0
31,20,20,3,cotton,1
48,22,96,10,cotton,0
56,36,32,16,wheat,0
73,12,35,11,wheat,0
53,27,81,3,tea,1
25,19,69,10,maize,0
68,24,77,0,rice,0
43,36,80,15,cotton,0
55,36,27,17,tea,0
89,10,35,13,maize,0
87,15,80,14,wheat,0
79,30,35,5,maize,0
64,24,56,19,tea,0
83,39,72,16,rice,0
33,35,89,16,wheat,0
36,38,77,15,pulses,0
82,16,44,8,wheat,0
25,30,20,15,rice,0
11,15,92,0,wheat,1
40,24,51,13,tea,0
72,27,64,8,wheat,0
56,22,69,16,cotton,0
28,10,32,18,maize,0
65,31,43,10,tea,0
20,27,49,9,rice,0
17,12,62,6,tea,0
83,21,81,18,cotton,0
15,10,74,3,wheat,1
40,33,40,19,wheat,0
59,16,63,16,pulses,0
38,35,97,13,tea,0
30,17,42,12,wheat,0
50,24,99,2,wheat,0
78,14,33,8,cotton,0
78,31,75,1,rice,0
88,12,52,12,pulses,0
65,16,78,19,pulses,0
37,13,22,0,pulses,0
43,11,88,6,maize,0
65,16,27,9,tea,0
86,31,69,7,rice,0
64,10,90,3,maize,0
53,34,78,0,rice,1
41,20,54,13,tea,0
38,18,29,15,pulses,0
12,19,37,15,cotton,0
78,28,25,12,cotton,0
20,24,77,6,cotton,0
57,37,75,14,rice,0
62,39,99,10,tea,0
65,19,74,0,wheat,0
62,26,58,16,wheat,0
35,21,50,3,cotton,1
18,32,68,8,rice,0
84,13,57,15,wheat,0
74,23,65,13,rice,0
65,28,73,1,tea,0
37,33,96,10,cotton,0
32,34,92,1,maize,1
40,22,52,10,cotton,0
75,33,70,2,maize,0
70,13,93,7,wheat,0
25,16,98,12,pulses,0
68,37,26,11,maize,0
57,27,90,18,pulses,0
26,20,79,6,rice,0
44,22,79,14,pulses,0
68,26,34,5,maize,0
50,24,45,11,wheat,0
46,24,77,3,wheat,0
39,26,38,8,cotton,0
25,35,72,17,wheat,0
56,14,57,6,rice,0
37,18,73,14,maize,0
30,13,37,2,tea,1
50,39,20,10,wheat,0
54,29,89,11,pulses,0
82,16,39,3,maize,0
73,19,50,11,cotton,0
22,10,37,5,tea,0
52,11,36,11,cotton,0
67,32,51,15,rice,0
29,39,82,12,cotton,0
72,19,75,5,maize,0
10,17,61,1,tea,1
32,28,97,13,cotton,0
42,34,88,13,cotton,0
66,10,82,5,pulses,0
63,11,78,6,pulses,0
75,25,90,4,rice,0
40,11,35,15,maize,0
63,39,26,16,cotton,0
25,33,76,5,maize,0
46,13,39,0,wheat,0
16,25,77,6,rice,0
10,28,27,5,pulses,0
27,17,92,6,rice,0
51,35,68,19,rice,0
48,26,66,9,maize,0
35,12,78,18,pulses,0
84,26,34,10,pulses,0
74,12,30,18,cotton,0
66,21,96,8,cotton,0
78,15,43,17,maize,0
86,23,88,6,maize,0
26,39,47,19,wheat,0
16,17,42,17,tea,0
80,39,21,7,tea,0
21,15,96,7,rice,0
47,22,33,10,cotton,0
57,30,43,7,pulses,0
64,11,27,3,rice,0
63,14,72,12,pulses,0
81,31,78,0,cotton,0
24,33,20,13,cotton,0
39,18,87,7,wheat,0
64,10,42,8,maize,0
82,36,97,6,maize,0
30,21,39,13,maize,0
69,25,36,5,tea,0
87,27,58,12,maize,0
17,24,98,16,tea,0
56,19,48,8,pulses,0
45,18,70,12,rice,0
82,34,89,12,tea,0
35,39,78,17,cotton,0
79,14,37,8,wheat,0
43,19,82,13,wheat,0
69,25,79,19,cotton,0
32,36,66,14,pulses,0
50,32,20,2,rice,1
78,29,88,15,wheat,0
64,15,23,13,cotton,0
82,19,65,1,wheat,0
54,23,56,8,tea,0
70,36,82,6,pulses,0
42,26,21,19,wheat,0
61,20,54,10,pulses,0
28,36,38,13,pulses,0
84,15,94,8,tea,0
17,23,44,0,pulses,1
79,35,61,18,tea,0
15,28,61,12,wheat,0
81,19,84,10,wheat,0
66,33,26,14,pulses,0
69,22,95,3,tea,0
28,33,54,14,wheat,0
61,38,85,7,pulses,0
50,36,59,11,rice,0
47,16,28,4,maize,0
78,17,22,2,maize,0
25,12,70,14,cotton,0
48,24,48,4,pulses,0
83,37,33,5,maize,0
60,26,91,13,rice,0
14,25,60,11,pulses,0
71,33,75,16,maize,0
50,14,83,14,maize,0
76,20,43,9,rice,0
68,20,45,6,tea,0
28,28,30,12,maize,0
89,24,24,17,cotton,0
71,23,53,8,maize,0
62,20,75,6,maize,0
75,20,58,9,rice,0
17,21,27,16,rice,0
55,33,64,17,pulses,0
21,15,34,2,cotton,1
74,10,98,19,wheat,0
32,21,55,11,rice,0
48,11,44,14,wheat,0
69,13,83,13,cotton,0
36,18,60,3,maize,1
66,25,56,15,pulses,0
53,18,61,3,maize,0
79,19,77,14,pulses,0
37,11,89,14,wheat,0
32,10,37,10,cotton,0
43,38,73,18,cotton,0
34,10,90,14,rice,0
20,11,59,14,wheat,0
57,38,37,13,pulses,0
74,19,21,1,rice,0
19,29,26,0,wheat,1
82,18,56,1,rice,0
35,17,57,0,rice,1
19,37,29,10,cotton,0
27,12,84,0,cotton,1
69,21,92,8,maize,0
82,20,81,13,maize,0
54,10,54,2,cotton,0
35,25,84,2,cotton,1
18,15,55,5,rice,0
45,19,60,2,maize,0
24,22,53,6,cotton,0
33,22,90,3,wheat,1
49,36,42,8,wheat,0
11,32,37,3,maize,1
13,11,84,1,wheat,1
29,20,30,4,pulses,1
48,38,39,10,rice,0
54,38,51,15,maize,0
35,15,79,9,pulses,0
69,17,70,8,cotton,0
78,23,46,17,pulses,0
77,23,87,15,wheat,0
79,10,83,6,rice,0
40,23,42,12,cotton,0
78,33,82,12,tea,0
16,39,24,5,rice,0
78,12,89,18,wheat,0
13,20,51,18,rice,0
82,23,78,1,tea,0
46,22,89,10,tea,0
11,22,61,3,rice,1
58,34,78,2,cotton,0
26,35,28,8,pulses,0
26,25,83,5,cotton,0
49,35,84,10,tea,0
60,17,40,10,maize,0
86,11,41,17,maize,0
37,24,98,12,cotton,0
55,39,29,7,maize,0
87,37,93,16,cotton,0
83,11,62,13,wheat,0
58,31,26,2,cotton,0
26,18,28,11,wheat,0
36,36,75,15,pulses,0
71,12,96,10,tea,0
20,27,43,12,maize,0
53,21,85,18,pulses,0
45,12,51,18,pulses,0
25,24,69,6,tea,0
69,15,89,11,rice,0
61,13,66,13,rice,0
31,39,45,16,pulses,0
87,27,99,19,pulses,0
86,21,24,0,tea,0
80,14,72,12,cotton,0
47,17,54,16,cotton,0
74,30,52,14,maize,0
60,30,87,6,tea,0
32,31,72,11,rice,0
24,23,77,18,tea,0
88,18,26,6,tea,0
40,10,51,7,maize,0
37,25,45,2,cotton,1
76,27,48,19,pulses,0
51,25,37,14,rice,0
34,39,57,13,maize,0
42,33,47,18,rice,0
32,21,84,15,rice,0
62,21,87,18,cotton,0
25,23,35,8,pulses,0
46,17,26,12,pulses,0
14,14,97,19,cotton,0
20,39,71,10,maize,0
21,30,21,5,wheat,0
30,15,38,8,maize,0
27,33,32,3,maize,1
23,22,94,6,wheat,0
42,29,84,11,rice,0
30,29,54,11,tea,0
35,23,48,14,wheat,0
34,38,59,14,tea,0
44,37,96,1,rice,1
72,26,98,0,wheat,0
29,19,80,0,cotton,1
72,22,63,2,maize,0
75,20,32,13,wheat,0
21,10,88,13,wheat,0
41,16,60,14,rice,0
57,14,74,14,cotton,0
68,14,77,17,wheat,0
29,37,49,1,cotton,1
46,10,63,7,tea,0
49,11,66,4,wheat,0
70,23,28,14,cotton,0
65,28,74,1,maize,0
23,30,21,1,rice,1
45,27,91,12,pulses,0
85,23,89,19,cotton,0
43,36,90,7,rice,0
15,16,24,3,pulses,1
55,15,85,6,wheat,0
86,25,55,3,wheat,0
31,35,59,1,tea,1
32,33,74,9,rice,0
73,37,41,15,maize,0
53,10,45,0,maize,0
20,33,43,9,cotton,0
77,22,72,1,maize,0
70,12,47,12,pulses,0
85,33,30,1,rice,0
65,31,81,6,wheat,0
60,22,51,5,rice,0
72,12,51,1,rice,0
39,24,70,9,wheat,0
19,27,68,8,pulses,0
32,30,69,8,rice,0
10,10,78,14,maize,0
57,12,32,8,cotton,0
13,29,78,6,cotton,0
37,15,94,2,rice,1
53,33,61,16,pulses,0
76,19,93,9,wheat,0
11,33,99,17,tea,0
67,31,38,8,pulses,0
15,24,62,16,rice,0
51,29,78,9,rice,0
26,17,51,19,tea,0
46,35,54,8,cotton,0
53,26,26,4,pulses,0
32,13,41,15,cotton,0
49,11,66,12,tea,0
53,21,93,5,wheat,0
40,35,45,0,rice,1
85,34,77,12,maize,0
22,30,91,16,cotton,0
29,15,65,8,cotton,0
56,19,24,16,pulses,0
19,12,57,8,cotton,0
74,17,47,1,wheat,0
61,22,58,8,tea,0
72,37,23,3,wheat,0
38,23,79,18,cotton,0
63,13,73,8,pulses,0
59,33,24,8,rice,0
74,13,26,1,cotton,0
53,12,67,15,rice,0
17,28,60,5,pulses,0
18,39,39,16,rice,0
32,36,63,10,cotton,0
43,12,59,2,cotton,1
25,12,84,16,rice,0
71,25,96,8,wheat,0
74,36,30,2,wheat,0
87,39,20,7,pulses,0
61,30,96,5,wheat,0
32,17,73,19,maize,0
47,24,69,11,rice,0
49,38,91,6,maize,0
17,29,80,12,maize,0
41,36,82,1,rice,1
49,18,54,8,maize,0
75,15,43,17,pulses,0
57,29,22,4,pulses,0
22,13,59,14,rice,0
36,19,29,13,tea,0
55,37,54,6,tea,0
80,13,69,7,rice,0
12,29,60,12,rice,0
70,11,55,19,rice,0
81,15,64,12,wheat,0
74,10,61,13,rice,0
26,20,33,4,pulses,1
35,35,43,13,pulses,0
38,12,68,4,cotton,1
81,14,28,4,tea,0
47,31,64,12,tea,0
60,17,90,18,rice,0
52,29,83,9,tea,0
81,25,61,3,rice,0
17,21,62,11,rice,0
34,29,54,15,tea,0
64,23,96,18,tea,0
54,37,73,3,cotton,0
76,39,67,4,maize,0
66,10,69,4,cotton,0
58,20,74,11,cotton,0
63,19,24,7,tea,0
56,23,64,2,pulses,0
73,24,30,15,cotton,0
33,24,41,10,pulses,0
71,33,63,8,tea,0
42,11,63,12,wheat,0
49,15,68,6,rice,0
38,18,74,4,maize,1
17,15,36,12,pulses,0
84,10,72,17,wheat,0
25,14,84,3,pulses,1
42,36,34,13,rice,0
73,21,35,10,rice,0
20,33,32,4,maize,1
38,37,54,13,cotton,0
58,25,81,9,rice,0
75,10,28,19,maize,0
14,26,97,12,pulses,0
62,35,87,9,pulses,0
53,27,53,7,pulses,0
16,34,68,14,pulses,0
79,14,73,14,pulses,0
78,38,21,1,tea,0
88,29,72,5,rice,0
36,38,43,5,rice,0
63,29,80,1,cotton,0
82,22,54,4,cotton,0
32,30,97,0,tea,1
67,26,43,6,rice,0
26,25,84,2,cotton,1
55,22,99,14,maize,0
56,29,84,16,pulses,0
68,12,47,7,pulses,0
54,15,23,5,rice,0
71,20,43,14,pulses,0
63,35,34,15,pulses,0
84,16,43,15,maize,0
22,23,71,19,wheat,0
21,21,84,14,tea,0
11,10,78,12,cotton,0
51,26,50,18,wheat,0
63,27,90,4,cotton,0
20,20,30,14,wheat,0
87,21,24,4,pulses,0
31,22,49,6,cotton,0
58,35,67,9,tea,0
46,37,75,7,rice,0
45,22,61,4,maize,0
58,14,30,19,wheat,0
67,21,53,13,maize,0
12,34,67,4,maize,1
75,39,51,3,cotton,0
42,13,42,12,rice,0
27,29,61,4,cotton,1
57,34,80,2,maize,0
84,19,21,4,pulses,0
80,26,64,3,tea,0
46,22,69,6,rice,0
59,24,28,12,rice,0
45,28,55,18,pulses,0
36,19,37,9,maize,0
31,16,95,12,cotton,0
40,37,83,14,pulses,0
49,21,84,16,tea,0
63,31,79,2,wheat,0
73,30,53,18,cotton,0
79,22,87,0,rice,0
62,24,89,19,pulses,0
63,25,43,5,cotton,0
63,16,51,19,wheat,0
80,11,47,0,tea,0
15,27,93,5,pulses,0
73,24,80,8,tea,0
63,24,97,1,wheat,0
74,32,42,19,wheat,0
55,33,58,2,maize,0
51,27,60,13,rice,0
84,38,20,13,maize,0
65,20,55,13,cotton,0
49,10,49,14,wheat,0
24,38,34,15,maize,0
39,36,58,2,rice,1
32,14,40,17,rice,0
21,26,52,7,wheat,0
39,35,46,0,pulses,0
25,20,44,9,maize,0
39,35,67,7,tea,0
77,18,64,12,wheat,0
42,30,51,5,cotton,0
66,17,76,12,maize,0
37,29,98,10,maize,0
88,10,21,17,wheat,0
35,18,30,14,pulses,0
23,23,86,1,maize,1
66,36,44,16,maize,0
24,23,75,17,cotton,0
75,13,61,19,pulses,0
25,36,44,8,cotton,0
46,23,55,10,tea,0
20,12,98,15,cotton,0
20,39,75,13,tea,0
42,27,61,15,cotton,0
11,26,38,0,tea,1
42,18,64,9,pulses,0
72,26,84,12,cotton,0
12,29,99,12,cotton,0
42,27,27,11,wheat,0
35,24,47,19,cotton,0
43,37,43,11,tea,0
87,33,87,5,wheat,0
61,14,83,1,tea,0
75,36,37,8,cotton,0
81,12,34,4,cotton,0
36,37,72,11,tea,0
81,23,62,19,pulses,0
80,13,67,5,pulses,0
84,12,27,10,pulses,0
58,35,95,1,maize,0
56,27,96,11,wheat,0
30,15,84,9,wheat,0
30,39,94,10,pulses,0
80,39,31,18,cotton,0
70,15,35,6,wheat,0
23,28,53,1,tea,1
29,30,35,2,cotton,1
14,37,73,3,wheat,1
40,18,40,14,rice,0
71,22,83,6,wheat,0
21,25,57,14,pulses,0
65,24,76,9,tea,0
65,24,98,17,wheat,0
21,19,35,3,maize,1
75,26,68,1,pulses,0
35,32,54,15,maize,0
77,23,44,13,cotton,0
39,10,63,2,maize,1
29,31,43,11,tea,0
75,22,23,7,rice,0
44,25,89,2,rice,1
88,30,33,13,cotton,0
60,13,86,10,cotton,0
23,38,53,16,maize,0
64,12,21,10,tea,0
45,19,26,7,maize,0
62,29,54,1,tea,0
63,23,42,3,tea,0
72,21,44,17,rice,0
67,20,87,14,tea,0
36,26,26,15,wheat,0
11,14,37,16,tea,0
87,18,76,6,rice,0
32,31,73,16,pulses,0
44,19,73,0,maize,1
71,35,35,3,tea,0
81,29,30,2,wheat,0
68,30,96,10,cotton,0
85,26,21,14,maize,0
73,22,64,6,cotton,0
50,39,71,8,wheat,0
42,13,59,18,rice,0
18,29,89,16,pulses,0
88,18,59,18,rice,0
83,14,47,10,pulses,0
58,28,44,13,maize,0
11,35,95,15,tea,0
12,17,59,10,tea,0
32,19,97,1,cotton,1
83,35,40,6,rice,0
28,39,70,9,tea,0
27,32,72,4,pulses,1
44,33,90,17,tea,0
63,13,30,0,rice,0
69,32,30,4,rice,0
18,36,79,7,wheat,0
61,13,44,19,cotton,0
59,34,27,5,rice,0
21,38,45,19,wheat,0
26,30,27,6,rice,0
58,39,97,3,maize,0
57,38,29,13,pulses,0
36,14,80,10,pulses,0
23,13,67,17,maize,0
64,14,98,9,maize,0
22,26,69,16,rice,0
12,25,22,1,tea,1
73,36,56,17,tea,0
81,21,88,18,maize,0
32,10,85,18,cotton,0
89,34,40,19,pulses,0
82,11,93,10,wheat,0
48,17,99,14,maize,0
67,20,89,19,pulses,0
27,11,69,3,wheat,1
63,22,57,2,wheat,0
40,34,27,12,maize,0
73,11,65,14,tea,0
51,23,75,7,cotton,0
46,25,84,9,pulses,0
79,10,70,5,maize,0
87,23,45,2,wheat,0
51,38,91,14,pulses,0
38,38,95,1,rice,1
79,25,89,4,rice,0
12,33,37,11,pulses,0
27,28,54,2,pulses,1
38,39,64,17,wheat,0
61,32,58,15,maize,0
51,14,97,3,tea,1
61,32,49,2,maize,0
45,33,70,17,cotton,0
17,12,56,5,pulses,0
89,30,63,17,rice,0
11,30,43,18,wheat,0
60,16,44,18,tea,0
24,23,86,9,maize,0
26,36,57,12,cotton,0
22,27,35,6,maize,0
63,17,78,15,cotton,0
34,32,61,3,maize,1
83,21,24,7,tea,0
84,35,24,14,tea,0
42,16,84,13,wheat,0
87,30,44,9,tea,0
31,33,22,18,cotton,0
53,26,26,12,wheat,0
13,37,88,1,tea,1
35,32,56,10,rice,0
10,38,67,17,cotton,0
19,20,98,18,wheat,0
11,18,54,9,cotton,0
38,33,32,0,wheat,1
34,24,38,9,cotton,0
69,24,97,4,rice,0
22,13,59,15,tea,0
49,33,83,18,maize,0
43,21,34,2,maize,1
44,21,81,9,maize,0
88,17,46,13,wheat,0
48,26,67,13,tea,0
51,39,60,15,pulses,0
34,26,90,2,wheat,1
23,20,60,15,wheat,0
10,18,64,0,wheat,1
48,26,56,5,pulses,0
39,35,66,2,wheat,1
14,25,79,14,tea,0
80,28,54,6,maize,0
71,12,38,5,cotton,0
86,29,26,9,wheat,0
40,22,65,17,tea,0
16,21,68,2,rice,1
38,28,43,12,cotton,0
60,39,33,3,wheat,0
86,12,46,2,wheat,0
88,14,72,15,cotton,0
60,14,88,10,cotton,0
80,33,36,13,wheat,0
78,22,95,17,tea,0
23,32,23,6,rice,0
32,22,96,1,tea,1
89,37,26,4,pulses,0
52,34,71,17,maize,0
65,24,72,6,maize,0
30,21,52,2,maize,1
39,14,73,14,wheat,0
85,29,34,18,rice,0
49,37,38,9,rice,0
31,13,44,7,pulses,0
11,22,37,13,wheat,0
32,38,80,5,wheat,0
71,25,81,1,wheat,0
39,38,64,1,rice,1
36,27,86,5,wheat,0
84,39,22,10,cotton,0
46,34,80,17,cotton,0
79,32,85,19,cotton,0
25,36,70,8,wheat,0
29,11,23,1,cotton,1
83,19,31,8,pulses,0
55,17,80,12,wheat,0
83,27,90,0,pulses,0
34,27,64,19,cotton,0
68,29,66,11,wheat,0
41,25,29,0,tea,1
26,24,20,18,maize,0
89,32,64,4,tea,0
19,25,75,1,maize,1
26,35,92,9,maize,0
11,34,71,18,cotton,0
75,14,71,8,maize,0
38,12,75,0,maize,1
13,24,87,2,tea,1
39,31,40,8,maize,0
70,18,20,11,wheat,0
67,11,82,8,pulses,0
85,22,52,6,pulses,0
43,32,79,12,wheat,0
87,19,27,17,cotton,0
33,36,53,10,tea,0
34,19,69,1,rice,1
34,25,46,0,pulses,1
39,13,86,17,tea,0
64,31,61,6,pulses,0
33,13,78,1,rice,1
48,24,72,12,maize,0
86,27,24,8,rice,0
11,30,75,11,maize,0
43,23,56,2,pulses,0
25,25,88,5,tea,0
57,24,70,1,tea,0
33,28,40,1,cotton,1
59,35,28,17,pulses,0
11,12,34,5,cotton,0
48,19,22,1,pulses,0
68,23,23,1,maize,0
32,12,37,12,pulses,0
21,27,64,13,pulses,0
86,29,50,12,maize,0
78,32,79,0,wheat,0
24,11,63,4,wheat,1
69,29,45,11,pulses,0
73,30,59,12,wheat,0
11,35,40,3,tea,1
79,28,61,6,pulses,0
73,30,74,0,rice,0
45,37,68,16,maize,0
22,30,81,16,cotton,0
11,27,68,17,maize,0
14,10,34,9,pulses,0
49,24,47,5,rice,0
89,11,77,15,maize,0
73,37,92,15,cotton,0
48,25,88,16,cotton,0
44,30,26,13,rice,0
66,33,41,18,cotton,0
50,26,76,4,tea,1
54,23,94,15,cotton,0
43,31,83,2,rice,1
28,23,27,9,rice,0
51,28,53,4,maize,0
26,38,86,0,cotton,1
44,30,66,11,cotton,0
85,35,79,18,pulses,0
44,36,37,17,pulses,0
15,10,58,10,rice,0
61,14,23,2,pulses,0
83,19,47,2,maize,0
52,11,28,4,maize,0
32,18,69,15,tea,0
52,28,28,18,tea,0
62,36,47,5,rice,0
81,35,76,1,maize,0
82,36,25,16,maize,0
76,36,59,3,tea,0
75,35,68,12,pulses,0
43,14,45,15,tea,0
44,14,88,11,rice,0
36,23,72,19,maize,0
36,12,41,5,rice,0
73,35,76,6,tea,0
48,30,88,19,cotton,0
69,23,34,8,tea,0
82,39,58,7,maize,0
32,14,57,4,rice,1
87,17,25,3,pulses,0
20,17,38,9,pulses,0
13,15,21,15,maize,0
60,11,70,19,tea,0
47,34,48,12,tea,0
60,15,44,3,wheat,0
57,32,67,11,tea,0
89,36,54,8,maize,0
45,16,64,0,rice,1
34,20,39,12,rice,0
14,39,98,16,wheat,0
83,14,93,6,pulses,0
78,19,72,17,maize,0
32,29,91,16,tea,0
23,24,84,19,cotton,0
61,16,45,9,rice,0
57,15,24,8,maize,0
66,16,79,12,wheat,0
42,13,73,7,cotton,0
47,24,85,18,pulses,0
74,27,83,17,maize,0
15,19,37,11,tea,0
30,34,52,13,pulses,0
36,16,29,17,rice,0
78,13,25,9,tea,0
15,27,58,8,wheat,0
49,17,58,18,rice,0
34,17,96,11,cotton,0
78,19,60,7,rice,0
71,17,62,15,tea,0
88,28,95,14,pulses,0
55,37,82,14,maize,0
57,35,21,4,maize,0
47,29,86,10,maize,0
70,11,68,3,wheat,0
26,23,24,1,wheat,1
57,32,62,17,maize,0
42,37,21,3,cotton,1
27,32,80,9,tea,0
45,26,70,7,cotton,0
63,18,40,17,maize,0
12,34,32,10,tea,0
29,30,41,6,wheat,0
40,16,45,6,rice,0
30,35,77,15,rice,0
43,17,55,6,tea,0
66,28,87,9,cotton,0
46,16,54,7,tea,0
10,30,54,19,cotton,0
66,29,32,15,pulses,0
64,35,71,12,cotton,0
40,27,32,6,rice,0
32,32,86,18,wheat,0
84,22,56,8,maize,0
57,32,95,3,wheat,0
29,19,36,18,maize,0
16,19,27,6,pulses,0
11,37,97,14,rice,0
49,17,60,9,maize,0
33,36,76,9,pulses,0
83,29,82,8,cotton,0
18,39,33,1,tea,1
52,22,37,10,maize,0
60,19,98,1,wheat,0
87,11,35,8,rice,0
59,20,48,18,rice,0
85,28,22,6,pulses,0
31,26,65,5,tea,0
19,24,71,9,cotton,0
76,36,39,11,cotton,0
13,21,57,3,rice,1
39,31,31,18,cotton,0
31,17,54,9,pulses,0
82,19,37,13,tea,0
50,37,39,14,rice,0
25,37,25,11,cotton,0
65,37,72,7,maize,0
78,33,66,12,maize,0
23,13,90,13,pulses,0
61,13,23,11,cotton,0
23,37,47,13,maize,0
56,19,83,15,tea,0
25,21,42,8,wheat,0
52,38,87,13,tea,0
77,21,51,15,pulses,0
46,26,68,9,tea,0
23,31,29,4,cotton,1
50,13,58,9,tea,0
82,34,52,9,cotton,0
33,27,91,16,rice,0
84,17,36,16,cotton,0
28,38,41,17,pulses,0
21,16,54,12,cotton,0
56,17,63,2,rice,1
21,27,77,3,wheat,1
12,35,37,11,pulses,0
39,37,68,11,rice,0
67,18,63,19,cotton,0
55,38,76,11,pulses,0
60,13,56,7,maize,0
24,26,87,12,cotton,0
52,15,28,4,rice,1
31,13,20,8,cotton,0
18,24,31,7,rice,0
48,27,23,4,tea,1
77,26,87,11,wheat,0
66,31,92,19,wheat,0
77,17,33,11,pulses,0
16,28,93,15,rice,0
11,21,77,13,wheat,0
63,19,37,11,maize,0
46,17,77,5,pulses,0
83,34,45,8,maize,0
37,11,38,17,wheat,0
68,13,42,1,rice,0
55,15,75,9,pulses,0
72,32,97,5,maize,0
44,25,81,13,wheat,0
67,13,90,19,cotton,0
22,29,84,3,maize,1
80,38,62,13,tea,0
15,32,60,10,pulses,0
54,32,50,10,maize,0
14,32,23,8,pulses,0
47,30,49,8,wheat,0
53,13,97,10,wheat,0
34,23,58,0,pulses,1
24,22,65,10,wheat,0
81,31,67,16,rice,0
86,32,54,3,pulses,0
48,19,80,7,rice,0
57,18,24,15,pulses,0
61,38,37,16,cotton,0
69,30,54,2,cotton,0
32,15,99,5,maize,0
78,39,71,19,wheat,0
61,14,66,2,cotton,0
31,14,32,17,wheat,0
34,39,40,0,maize,1
64,12,52,0,rice,0
73,10,48,9,cotton,0
74,27,74,0,tea,0
13,38,75,4,tea,1
61,25,58,12,tea,0
41,16,57,14,tea,0
62,20,69,11,tea,0
35,25,57,8,tea,0
88,37,72,19,tea,0
44,29,90,10,cotton,0
23,20,53,7,tea,0
43,19,64,3,pulses,0
69,28,69,2,pulses,0
34,37,70,11,tea,0
63,22,22,4,maize,0
36,13,25,4,cotton,1
30,17,55,1,pulses,1
57,16,67,10,maize,0
44,33,61,7,wheat,0
61,10,51,9,tea,0
79,26,74,3,rice,0
35,37,75,4,tea,1
24,29,90,10,tea,0
14,22,37,0,maize,1
42,22,79,11,wheat,0
34,18,52,12,maize,0
61,31,74,15,cotton,0
53,24,24,19,wheat,0
29,24,53,6,pulses,0
65,11,59,12,wheat,0
75,24,65,11,wheat,0
17,39,94,19,maize,0
73,13,42,15,tea,0
38,22,21,12,tea,0
57,29,51,2,tea,0
